name,status,family1,family2,family3
Naki,definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Mixifore,safe,Mande,Western Mande,Manding-Kpelle
Matal,safe,Afro-Asiatic,Chadic,Biu-Mandara
Wandala,safe,Afro-Asiatic,Chadic,Biu-Mandara
Mefele,safe,Afro-Asiatic,Chadic,Biu-Mandara
North Mofu,safe,Afro-Asiatic,Chadic,Biu-Mandara
Putai,severely endangered,Afro-Asiatic,Chadic,Biu-Mandara
Marghi South,safe,Afro-Asiatic,Chadic,Biu-Mandara
Cross River Mbembe,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Mbe,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Makassar Malay,extinct,Austronesian,Malayo-Polynesian,Malayo-Sumbawan
Moba,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Marithiel,critically endangered,Western Daly,Bringen,Marithielic
Mexican Sign Language,vulnerable,Sign Language,Deaf Sign Language,Spanish Sign
Mokerang,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Mbwela,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Mandjak,safe,Atlantic-Congo,North-Central Atlantic,Central Atlantic
Mulaha,extinct,Kwalean,-,-
Melo,vulnerable,Ta-Ne-Omotic,Ometo,North-West Ometo
Mayo,vulnerable,Uto-Aztecan,Southern Uto-Aztecan,Cahitan
Mabaan,severely endangered,Nilotic,Western Nilotic,Luo-Burun
Mararit,safe,Tamaic,-,-
Morokodo,definitely endangered,Central Sudanic,Sara-Bongo-Bagirmi,Baka-Beli
Moru,safe,Central Sudanic,Moru-Madi,-
Mango,safe,Central Sudanic,Sara-Bongo-Bagirmi,SBB Occidental
Maklew,definitely endangered,Bulaka River,-,-
Mpongmpong,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Makhuwa-Meetto,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Lijili,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Abureni,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Mawes,definitely endangered,Unknown,-,-
Maleu-Kilenge,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Mambae,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Mbangi,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Meta',safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Eastern Magar,definitely endangered,Sino-Tibetan,Himalayish,Mahakiranti
Malila,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Mambwe-Lungu,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Manda-Matumba,vulnerable,Atlantic-Congo,Volta-Congo,Benue-Congo
Mwakai,definitely endangered,Ulmapo,-,-
Mailu,safe,Mailuan,-,-
Matengo,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Matumbi,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Mbunga,vulnerable,Atlantic-Congo,Volta-Congo,Benue-Congo
Mbugwe,vulnerable,Atlantic-Congo,Volta-Congo,Benue-Congo
Manda (India),definitely endangered,Dravidian,South Dravidian,South Dravidian II
Mahongwe,definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Mocho,critically endangered,Mayan,Core Mayan,Western Mayan
Mbugu,definitely endangered,Mixed Language,Bantu-Cushitic,-
Besisi,definitely endangered,Austroasiatic,Aslian,South Aslian
Mamaa,definitely endangered,Nuclear Trans New Guinea,Finisterre-Huon,Finisterre-Saruwaged
Margu,critically endangered,Marrku-Wurrugu,-,-
Ma'di,safe,Central Sudanic,Moru-Madi,Southern Moru-Madi
Mogholi,extinct,Mongolic,-,-
Mungaka,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Mauwake,safe,Nuclear Trans New Guinea,Madang,Croisilles
Makhuwa-Moniga,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Mócheno,definitely endangered,Indo-European,Germanic,Northwest Germanic
Mashi (Zambia),safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Balinese Malay,vulnerable,Austronesian,Malayo-Polynesian,Malayo-Sumbawan
Mandan,extinct,Siouan,Core Siouan,-
Eastern Mari,vulnerable,Uralic,Mari,-
Buru (Indonesia),safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Mandahuaca,extinct,Arawakan,Northern Maipuran,Inland Northern Maipuran
Tawra,definitely endangered,Sino-Tibetan,Digarish,-
Mbukushu,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Maru,safe,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese
Ma'anyan,vulnerable,Austronesian,Malayo-Polynesian,Basap-Greater Barito
Mor (Mor Islands),definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Miami,extinct,Algic,Algonquian,Eastern Great Lakes Algonquian
Atatláhuca Mixtec,vulnerable,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
Mi'kmaq,definitely endangered,Algic,Algonquian,Eastern Algonquian
Mandaic,severely endangered,Afro-Asiatic,Semitic,West Semitic
Ocotepec Mixtec,vulnerable,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
Mofu-Gudur,safe,Afro-Asiatic,Chadic,Biu-Mandara
San Miguel El Grande Mixtec,vulnerable,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
Chayuco Mixtec,vulnerable,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
Chigmecatitlán Mixtec,definitely endangered,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
Mungbam,definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Mikasuki,definitely endangered,Muskogean,-,-
Peñoles Mixtec,vulnerable,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
Alacatlatzala Mixtec,vulnerable,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
Minangkabau,safe,Austronesian,Malayo-Polynesian,Malayo-Sumbawan
Pinotepa Nacional Mixtec,vulnerable,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
Apasco-Apoala Mixtec,definitely endangered,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
Mískito,safe,Misumalpan,-,-
Isthmus Mixe,vulnerable,Mixe-Zoque,Mixe,Oaxaca Mixe
Southern Puebla Mixtec,definitely endangered,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
Cacaloxtepec Mixtec,definitely endangered,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
Akoye,definitely endangered,Angan,Nuclear Angan,Ankave-Tainae-Akoye
Mixtepec Mixtec,definitely endangered,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
Ayutla Mixtec,vulnerable,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
Coatzospan Mixtec,definitely endangered,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
San Juan Colorado Mixtec,vulnerable,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
Northwest Maidu,critically endangered,Maiduan,-,-
Muskum,extinct,Afro-Asiatic,Chadic,Biu-Mandara
Tu,vulnerable,Mongolic,Southern Periphery Mongolic,Shirongol
Mwera (Nyasa),vulnerable,Atlantic-Congo,Volta-Congo,Benue-Congo
Kim Mun,safe,Hmong-Mien,Mienic,Mien-Mun
Mawak,severely endangered,Nuclear Trans New Guinea,Madang,Croisilles
Matukar,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Mandeali,definitely endangered,Indo-European,Indo-Iranian,Indo-Aryan
Medebur,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Ma (Papua New Guinea),safe,Nuclear Trans New Guinea,Finisterre-Huon,Finisterre-Saruwaged
Malankuravan,safe,Dravidian,South Dravidian,South Dravidian I
Malapandaram,safe,Dravidian,South Dravidian,South Dravidian I
Malaryan,extinct,Dravidian,South Dravidian,South Dravidian I
Malavedan,vulnerable,Dravidian,South Dravidian,South Dravidian I
Miship,safe,Afro-Asiatic,Chadic,West Chadic
Sauria Paharia,vulnerable,Dravidian,North Dravidian,Kurux-Malto
Manna-Dora,critically endangered,Dravidian,South Dravidian,South Dravidian II
Mannan,vulnerable,Dravidian,South Dravidian,South Dravidian I
Hills Karbi,safe,Sino-Tibetan,Kuki-Chin-Naga,Naga
Mahali,vulnerable,Austroasiatic,Mundaic,North Munda
Majhi,definitely endangered,Indo-European,Indo-Iranian,Indo-Aryan
Mbre,definitely endangered,Atlantic-Congo,Volta-Congo,Unclassified Volta-Congo
Mar Paharia of Dumka,vulnerable,Indo-European,Indo-Iranian,Indo-Aryan
Siliput,definitely endangered,Nuclear Torricelli,Nuclear Maimai,-
Macedonian,safe,Indo-European,Balto-Slavic,Slavic
Mawchi,safe,Indo-European,Indo-Iranian,Indo-Aryan
Miya,safe,Afro-Asiatic,Chadic,West Chadic
Mak (China),definitely endangered,Tai-Kadai,Kam-Tai,Kam-Sui
Dhatki,safe,Indo-European,Indo-Iranian,Indo-Aryan
Mokilese,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Byep,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Mokole,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Moklen,definitely endangered,Austronesian,Malayo-Polynesian,Moken-Moklen
Kupang Malay,safe,Austronesian,Malayo-Polynesian,Malayo-Sumbawan
Mingang Doso,definitely endangered,Atlantic-Congo,Volta-Congo,North Volta-Congo
Moikodi,safe,Yareban,Doriri-Abia,-
Malas,safe,Nuclear Trans New Guinea,Madang,Croisilles
Silacayoapan Mixtec,vulnerable,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
Vamale,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Konyanka Maninka,safe,Mande,Western Mande,Manding-Kpelle
Mafea,critically endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Kituba (Congo),safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Cinamiguin Manobo,vulnerable,Austronesian,Malayo-Polynesian,Greater Central Philippine
East Makian,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Makasae-Makalero,safe,Timor-Alor-Pantar,East Timor-Bunaq,East Timor
Tamambo,vulnerable,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Mbule,vulnerable,Atlantic-Congo,Volta-Congo,Benue-Congo
Cao Lan,safe,Tai-Kadai,Kam-Tai,Be-Tai
Manambu,definitely endangered,Ndu,Nuclear Ndu,Manambu-Yalaku
Mal,safe,Austroasiatic,Khmuic,Phay-Pram
Mape,definitely endangered,Nuclear Trans New Guinea,Finisterre-Huon,Huon
Malimpung,safe,Austronesian,Malayo-Polynesian,South Sulawesi
Miltu,definitely endangered,Afro-Asiatic,Chadic,East Chadic
Ilwana,definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Malua Bay,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Mulam,definitely endangered,Tai-Kadai,Kam-Tai,Kam-Sui
Malango,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Mlomp,definitely endangered,Atlantic-Congo,North-Central Atlantic,Central Atlantic
Bargam,vulnerable,Nuclear Trans New Guinea,Madang,Croisilles
Western Maninkakan,safe,Mande,Western Mande,Manding-Kpelle
Vame,safe,Afro-Asiatic,Chadic,Biu-Mandara
Masalit,safe,Maban,Mabang,Maba-Masalit
Maltese,safe,Afro-Asiatic,Semitic,West Semitic
To'abaita,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Mwotlap,vulnerable,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Moloko,severely endangered,Afro-Asiatic,Chadic,Biu-Mandara
Na'ahai,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Malaynon,safe,Austronesian,Malayo-Polynesian,Greater Central Philippine
Mama,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Momina,definitely endangered,Somahai,-,-
Michoacán Mazahua,definitely endangered,Otomanguean,Western Otomanguean,Otopame-Chinantecan
Maonan,definitely endangered,Tai-Kadai,Kam-Tai,Kam-Sui
Tirax,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Mundat,safe,Afro-Asiatic,Chadic,West Chadic
North Ambrym,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Mehináku,definitely endangered,Arawakan,Central Maipuran,Xinguan Arawak
Musar,safe,Nuclear Trans New Guinea,Madang,Croisilles
Majhwar,definitely endangered,Austroasiatic,Mundaic,North Munda
Mukha-Dora,safe,Dravidian,South Dravidian,South Dravidian II
Man Met,definitely endangered,Austroasiatic,Khasi-Palaung,Palaungic
Maii,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Mamanwa,safe,Austronesian,Malayo-Polynesian,Greater Central Philippine
Mangga Buang,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Siawi,severely endangered,Amto-Musan,-,-
Aisi,definitely endangered,Nuclear Trans New Guinea,Madang,Kalamic-South Adelbert
Western Xiangxi Miao,safe,Hmong-Mien,Hmongic,Nuclear Hmongic-Ho Ne
Malalamai,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Mmaala,vulnerable,Atlantic-Congo,Volta-Congo,Benue-Congo
Miriti,extinct,Tucanoan,Unclassified Tucanoan,-
Emae,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Madak,vulnerable,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Migaama,safe,Afro-Asiatic,Chadic,East Chadic
Mabaale,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Mbula,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Muna,vulnerable,Austronesian,Malayo-Polynesian,Celebic
Manchu,critically endangered,Tungusic,Manchu-Jurchen,Manchu-Xibe
Salamãi,extinct,Tupian,Monde,Gavianic
Naba,safe,Central Sudanic,Sara-Bongo-Bagirmi,SBB Occidental
Mundani,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Eastern Mnong,safe,Austroasiatic,Bahnaric,South Bahnaric
Mono (Democratic Republic of Congo),vulnerable,Atlantic-Congo,Volta-Congo,North Volta-Congo
Manipuri,vulnerable,Sino-Tibetan,Kuki-Chin-Naga,Naga
Munji,definitely endangered,Indo-European,Indo-Iranian,Iranian
Mandinka,safe,Mande,Western Mande,Manding-Kpelle
Tiale,vulnerable,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Mapena,safe,Dagan,-,-
Southern Mnong,safe,Austroasiatic,Bahnaric,South Bahnaric
Min Bei Chinese,safe,Sino-Tibetan,Sinitic,Min
Minriq,definitely endangered,Austroasiatic,Aslian,Central-Northern Aslian
Mono (USA),critically endangered,Uto-Aztecan,Northern Uto-Aztecan,Numic
Northern Mansi,definitely endangered,Uralic,Mansic,North-Central Mansi
Maykulan,extinct,Pama-Nyungan,Paman,Mayabic
Mer,severely endangered,Mairasic,-,-
Rennell-Bellona,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Mon,vulnerable,Austroasiatic,Monic,-
Sougb,safe,East Bird's Head,-,-
Manyawa,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Moni,safe,Nuclear Trans New Guinea,Paniai Lakes,-
Mwan,safe,Mande,Eastern Mande,Southeastern Mande
Mocoví,definitely endangered,Guaicuruan,Guaicuru del Sur,Qom
Montagnais,vulnerable,Algic,Algonquian,Cree-Montagnais-Naskapi
Mongondow,definitely endangered,Austronesian,Malayo-Polynesian,Greater Central Philippine
Mohawk,definitely endangered,Iroquoian,Northern Iroquoian,Mohawk-Oneida
Mboi,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Monzombo,vulnerable,Atlantic-Congo,Volta-Congo,North Volta-Congo
Marori,definitely endangered,Unknown,-,-
Mangue,critically endangered,Otomanguean,Western Otomanguean,Tlapanec-Manguean
Monom,safe,Austroasiatic,Bahnaric,North Bahnaric
Mopán Maya,vulnerable,Mayan,Core Mayan,Yucatecan
Mor (Bomberai Peninsula),severely endangered,Unknown,-,-
Moro,vulnerable,Heibanic,West-Central Heibanic,Western Heibanic
Mossi,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Barí,vulnerable,Chibchan,Core Chibchan,Magdalenic
Mogum,safe,Afro-Asiatic,Chadic,East Chadic
Mohave,critically endangered,Cochimi-Yuman,Yuman,General Yuman
Moi (Congo),vulnerable,Atlantic-Congo,Volta-Congo,Benue-Congo
Molima,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Shekkacho,safe,Ta-Ne-Omotic,Kefoid,South Gonga
Mukulu,safe,Afro-Asiatic,Chadic,East Chadic
Mpoto,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Mullukmulluk,critically endangered,Northern Daly,-,-
Mangarrayi,critically endangered,Mangarrayi-Maran,-,-
Machinere,definitely endangered,Arawakan,Southern Maipuran,Purus
Majang,safe,Surmic,-,-
Marba,safe,Afro-Asiatic,Chadic,Masa
Mawng,vulnerable,Iwaidjan Proper,-,-
Mpade,vulnerable,Afro-Asiatic,Chadic,Biu-Mandara
Martu Wangka,definitely endangered,Pama-Nyungan,Desert Nyungic,Wati
Mbara (Chad),definitely endangered,Afro-Asiatic,Chadic,Biu-Mandara
Middle Watut,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Yosondúa Mixtec,vulnerable,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
Mindiri,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Miu,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Migabac,safe,Nuclear Trans New Guinea,Finisterre-Huon,Huon
Matís,definitely endangered,Pano-Tacanan,Panoan,Mayoruna Branch
Vangunu,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Dadibi,safe,Teberan,-,-
Mian,definitely endangered,Nuclear Trans New Guinea,Asmat-Awyu-Ok,Awyu-Ok
Makuráp,severely endangered,Tupian,Tuparic,-
Mungkip,severely endangered,Nuclear Trans New Guinea,Finisterre-Huon,Finisterre-Saruwaged
Mapidian-Mawayana,critically endangered,Arawakan,Northern Maipuran,Negro-Roraima
Misima-Paneati,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Mapia,extinct,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Mpi,definitely endangered,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese
Maba (Indonesia),safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Mbuko,safe,Afro-Asiatic,Chadic,Biu-Mandara
Mangole,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Matepi,safe,Nuclear Trans New Guinea,Madang,Croisilles
Momuna,definitely endangered,Somahai,-,-
Kota Bangun Kutai Malay,safe,Austronesian,Malayo-Polynesian,Malayo-Sumbawan
Tlazoyaltepec Mixtec,vulnerable,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
Mariri,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Mamasa,safe,Austronesian,Malayo-Polynesian,South Sulawesi
Rajah Kabunsuwan Manobo,safe,Austronesian,Malayo-Polynesian,Greater Central Philippine
Mbelime,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
South Marquesan,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Moronene,vulnerable,Austronesian,Malayo-Polynesian,Celebic
Modole,safe,North Halmahera,Northern North Halmahera,Mainland North Halmaheran
Manipa,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Minokok,vulnerable,Austronesian,Malayo-Polynesian,North Borneo Malayo-Polynesian
Mander,severely endangered,Tor-Orya,Tor,-
West Makian,vulnerable,North Halmahera,-,-
Mok,critically endangered,Austroasiatic,Khasi-Palaung,Palaungic
Mandari,safe,Nilotic,Eastern Nilotic,Bari-Kakwa-Mandari
Mosimo,severely endangered,Nuclear Trans New Guinea,Madang,Croisilles
Murupi,safe,Nuclear Trans New Guinea,Madang,Croisilles
Mamuju,vulnerable,Austronesian,Malayo-Polynesian,South Sulawesi
Manggarai,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Malasanga,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Mlabri,definitely endangered,Austroasiatic,Khmuic,-
Sunwadia,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Maricopa,severely endangered,Cochimi-Yuman,Yuman,General Yuman
Western Magar,definitely endangered,Sino-Tibetan,Himalayish,Mahakiranti
Elseng,definitely endangered,Unknown,-,-
Mising-Padam-Miri-Minyong,safe,Sino-Tibetan,Macro-Tani,Tani
Mara Chin,vulnerable,Sino-Tibetan,Kuki-Chin-Naga,Kuki-Chin
Maori,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Western Mari,vulnerable,Uralic,Mari,-
Hmwaveke,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Mortlockese,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Merlav,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Cheke Holo,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Mru,vulnerable,Sino-Tibetan,Mruic,-
Morouas,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
North Marquesan,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Maria (India),safe,Dravidian,South Dravidian,South Dravidian II
Maragus,critically endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Marghi Central,safe,Afro-Asiatic,Chadic,Biu-Mandara
Mono (Cameroon),severely endangered,Atlantic-Congo,Volta-Congo,North Volta-Congo
Mangareva,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Maranao,safe,Austronesian,Malayo-Polynesian,Greater Central Philippine
Maremgi,severely endangered,Tor-Orya,Tor,-
Mandaya,safe,Austronesian,Malayo-Polynesian,Greater Central Philippine
Marind,vulnerable,Anim,Marind-Boazi-Yaqai,Marindic
Masbatenyo,safe,Austronesian,Malayo-Polynesian,Greater Central Philippine
Sankaran Maninka,safe,Mande,Western Mande,Manding-Kpelle
Yucatec Maya Sign Language,definitely endangered,Sign Language,Village Sign Language,-
Musey,safe,Afro-Asiatic,Chadic,Masa
Mekwei,severely endangered,Nimboranic,Outer Nimboranic,-
Moraid,safe,West Bird's Head,South West Bird's Head,-
Masikoro Malagasy,safe,Austronesian,Malayo-Polynesian,Basap-Greater Barito
Brunei-Sabah Malay,safe,Austronesian,Malayo-Polynesian,Malayo-Sumbawan
Ma (Democratic Republic of Congo),safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Mansaka,vulnerable,Austronesian,Malayo-Polynesian,Greater Central Philippine
Molof,definitely endangered,Unknown,-,-
Agusan Manobo,safe,Austronesian,Malayo-Polynesian,Greater Central Philippine
Vurës,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Mombum,definitely endangered,Mombum-Koneraw,-,-
